SERNO,RadmonID,MACID,RadiationLevel,Location,Department,RadiationStatus,DateTime,RecordNo,RadmonType,Temperature,BatteryVoltage,BatteryCurrent,Health,DataString,RadiationCPM,Dummy,Mdate
120817,12,NULL,95,Bhabha Point,RSSD,49,6/22/2018 0:06,30574,NULL,NULL,NULL,NULL,NULL," 30574,12,49,95,22/6/2018 0:6:41",NULL,NULL,7/2/2018 22:24
120818,12,NULL,47,Bhabha Point,RSSD,49,6/22/2018 0:08,30575,NULL,NULL,NULL,NULL,NULL," 30575,12,49,47,22/6/2018 0:8:41",NULL,NULL,7/2/2018 22:24
120819,12,NULL,33,Bhabha Point,RSSD,49,6/22/2018 0:10,30576,NULL,NULL,NULL,NULL,NULL," 30576,12,49,33,22/6/2018 0:10:41",NULL,NULL,7/2/2018 22:24
120820,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 0:12,30577,NULL,NULL,NULL,NULL,NULL," 30577,12,49,69,22/6/2018 0:12:41",NULL,NULL,7/2/2018 22:24
120821,12,NULL,52,Bhabha Point,RSSD,49,6/22/2018 0:14,30578,NULL,NULL,NULL,NULL,NULL," 30578,12,49,52,22/6/2018 0:14:41",NULL,NULL,7/2/2018 22:24
120822,12,NULL,51,Bhabha Point,RSSD,49,6/22/2018 0:16,30579,NULL,NULL,NULL,NULL,NULL," 30579,12,49,51,22/6/2018 0:16:41",NULL,NULL,7/2/2018 22:24
120823,12,NULL,54,Bhabha Point,RSSD,49,6/22/2018 0:18,30580,NULL,NULL,NULL,NULL,NULL," 30580,12,49,54,22/6/2018 0:18:41",NULL,NULL,7/2/2018 22:24
120824,12,NULL,61,Bhabha Point,RSSD,49,6/22/2018 0:20,30581,NULL,NULL,NULL,NULL,NULL," 30581,12,49,61,22/6/2018 0:20:41",NULL,NULL,7/2/2018 22:24
120825,12,NULL,44,Bhabha Point,RSSD,49,6/22/2018 0:22,30582,NULL,NULL,NULL,NULL,NULL," 30582,12,49,44,22/6/2018 0:22:41",NULL,NULL,7/2/2018 22:24
120826,12,NULL,37,Bhabha Point,RSSD,49,6/22/2018 0:24,30583,NULL,NULL,NULL,NULL,NULL," 30583,12,49,37,22/6/2018 0:24:41",NULL,NULL,7/2/2018 22:24
120827,12,NULL,59,Bhabha Point,RSSD,49,6/22/2018 0:26,30584,NULL,NULL,NULL,NULL,NULL," 30584,12,49,59,22/6/2018 0:26:41",NULL,NULL,7/2/2018 22:24
120828,12,NULL,63,Bhabha Point,RSSD,49,6/22/2018 0:28,30585,NULL,NULL,NULL,NULL,NULL," 30585,12,49,63,22/6/2018 0:28:41",NULL,NULL,7/2/2018 22:24
120829,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 0:30,30586,NULL,NULL,NULL,NULL,NULL," 30586,12,49,68,22/6/2018 0:30:41",NULL,NULL,7/2/2018 22:24
120830,12,NULL,75,Bhabha Point,RSSD,49,6/22/2018 0:32,30587,NULL,NULL,NULL,NULL,NULL," 30587,12,49,75,22/6/2018 0:32:41",NULL,NULL,7/2/2018 22:24
120831,12,NULL,78,Bhabha Point,RSSD,49,6/22/2018 0:34,30588,NULL,NULL,NULL,NULL,NULL," 30588,12,49,78,22/6/2018 0:34:41",NULL,NULL,7/2/2018 22:24
120832,12,NULL,61,Bhabha Point,RSSD,49,6/22/2018 0:36,30589,NULL,NULL,NULL,NULL,NULL," 30589,12,49,61,22/6/2018 0:36:41",NULL,NULL,7/2/2018 22:24
120833,12,NULL,58,Bhabha Point,RSSD,49,6/22/2018 0:38,30590,NULL,NULL,NULL,NULL,NULL," 30590,12,49,58,22/6/2018 0:38:41",NULL,NULL,7/2/2018 22:24
120834,12,NULL,55,Bhabha Point,RSSD,49,6/22/2018 0:40,30591,NULL,NULL,NULL,NULL,NULL," 30591,12,49,55,22/6/2018 0:40:41",NULL,NULL,7/2/2018 22:24
120835,12,NULL,71,Bhabha Point,RSSD,49,6/22/2018 0:42,30592,NULL,NULL,NULL,NULL,NULL," 30592,12,49,71,22/6/2018 0:42:41",NULL,NULL,7/2/2018 22:24
120836,12,NULL,63,Bhabha Point,RSSD,49,6/22/2018 0:44,30593,NULL,NULL,NULL,NULL,NULL," 30593,12,49,63,22/6/2018 0:44:41",NULL,NULL,7/2/2018 22:24
120837,12,NULL,16,Bhabha Point,RSSD,49,6/22/2018 0:46,30594,NULL,NULL,NULL,NULL,NULL," 30594,12,49,16,22/6/2018 0:46:41",NULL,NULL,7/2/2018 22:24
120838,12,NULL,74,Bhabha Point,RSSD,49,6/22/2018 0:48,30595,NULL,NULL,NULL,NULL,NULL," 30595,12,49,74,22/6/2018 0:48:41",NULL,NULL,7/2/2018 22:24
120839,12,NULL,80,Bhabha Point,RSSD,49,6/22/2018 0:50,30596,NULL,NULL,NULL,NULL,NULL," 30596,12,49,80,22/6/2018 0:50:41",NULL,NULL,7/2/2018 22:24
120840,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 0:52,30597,NULL,NULL,NULL,NULL,NULL," 30597,12,49,69,22/6/2018 0:52:41",NULL,NULL,7/2/2018 22:24
120841,12,NULL,70,Bhabha Point,RSSD,49,6/22/2018 0:54,30598,NULL,NULL,NULL,NULL,NULL," 30598,12,49,70,22/6/2018 0:54:41",NULL,NULL,7/2/2018 22:24
120842,12,NULL,76,Bhabha Point,RSSD,49,6/22/2018 0:56,30599,NULL,NULL,NULL,NULL,NULL," 30599,12,49,76,22/6/2018 0:56:41",NULL,NULL,7/2/2018 22:24
120843,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 0:58,30600,NULL,NULL,NULL,NULL,NULL," 30600,12,49,69,22/6/2018 0:58:41",NULL,NULL,7/2/2018 22:24
120844,12,NULL,70,Bhabha Point,RSSD,49,6/22/2018 1:00,30601,NULL,NULL,NULL,NULL,NULL," 30601,12,49,70,22/6/2018 1:0:41",NULL,NULL,7/2/2018 22:24
120845,12,NULL,36,Bhabha Point,RSSD,49,6/22/2018 1:02,30602,NULL,NULL,NULL,NULL,NULL," 30602,12,49,36,22/6/2018 1:2:41",NULL,NULL,7/2/2018 22:24
120846,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 1:04,30603,NULL,NULL,NULL,NULL,NULL," 30603,12,49,69,22/6/2018 1:4:41",NULL,NULL,7/2/2018 22:24
120847,12,NULL,74,Bhabha Point,RSSD,49,6/22/2018 1:06,30604,NULL,NULL,NULL,NULL,NULL," 30604,12,49,74,22/6/2018 1:6:41",NULL,NULL,7/2/2018 22:24
120848,12,NULL,57,Bhabha Point,RSSD,49,6/22/2018 1:08,30605,NULL,NULL,NULL,NULL,NULL," 30605,12,49,57,22/6/2018 1:8:41",NULL,NULL,7/2/2018 22:24
120849,12,NULL,41,Bhabha Point,RSSD,49,6/22/2018 1:10,30606,NULL,NULL,NULL,NULL,NULL," 30606,12,49,41,22/6/2018 1:10:41",NULL,NULL,7/2/2018 22:24
120850,12,NULL,12,Bhabha Point,RSSD,49,6/22/2018 1:12,30607,NULL,NULL,NULL,NULL,NULL," 30607,12,49,12,22/6/2018 1:12:41",NULL,NULL,7/2/2018 22:24
120851,12,NULL,78,Bhabha Point,RSSD,49,6/22/2018 1:14,30608,NULL,NULL,NULL,NULL,NULL," 30608,12,49,78,22/6/2018 1:14:41",NULL,NULL,7/2/2018 22:24
120852,12,NULL,59,Bhabha Point,RSSD,49,6/22/2018 1:16,30609,NULL,NULL,NULL,NULL,NULL," 30609,12,49,59,22/6/2018 1:16:41",NULL,NULL,7/2/2018 22:24
120853,12,NULL,57,Bhabha Point,RSSD,49,6/22/2018 1:18,30610,NULL,NULL,NULL,NULL,NULL," 30610,12,49,57,22/6/2018 1:18:41",NULL,NULL,7/2/2018 22:24
120854,12,NULL,72,Bhabha Point,RSSD,49,6/22/2018 1:20,30611,NULL,NULL,NULL,NULL,NULL," 30611,12,49,72,22/6/2018 1:20:41",NULL,NULL,7/2/2018 22:24
120855,12,NULL,84,Bhabha Point,RSSD,49,6/22/2018 1:22,30612,NULL,NULL,NULL,NULL,NULL," 30612,12,49,84,22/6/2018 1:22:41",NULL,NULL,7/2/2018 22:24
120856,12,NULL,84,Bhabha Point,RSSD,49,6/22/2018 1:24,30613,NULL,NULL,NULL,NULL,NULL," 30613,12,49,84,22/6/2018 1:24:41",NULL,NULL,7/2/2018 22:24
120857,12,NULL,92,Bhabha Point,RSSD,49,6/22/2018 1:26,30614,NULL,NULL,NULL,NULL,NULL," 30614,12,49,92,22/6/2018 1:26:41",NULL,NULL,7/2/2018 22:24
120858,12,NULL,86,Bhabha Point,RSSD,49,6/22/2018 1:28,30615,NULL,NULL,NULL,NULL,NULL," 30615,12,49,86,22/6/2018 1:28:41",NULL,NULL,7/2/2018 22:24
120859,12,NULL,41,Bhabha Point,RSSD,49,6/22/2018 1:30,30616,NULL,NULL,NULL,NULL,NULL," 30616,12,49,41,22/6/2018 1:30:41",NULL,NULL,7/2/2018 22:24
120860,12,NULL,49,Bhabha Point,RSSD,49,6/22/2018 1:32,30617,NULL,NULL,NULL,NULL,NULL," 30617,12,49,49,22/6/2018 1:32:41",NULL,NULL,7/2/2018 22:24
120861,12,NULL,55,Bhabha Point,RSSD,49,6/22/2018 1:34,30618,NULL,NULL,NULL,NULL,NULL," 30618,12,49,55,22/6/2018 1:34:41",NULL,NULL,7/2/2018 22:24
120862,12,NULL,75,Bhabha Point,RSSD,49,6/22/2018 1:36,30619,NULL,NULL,NULL,NULL,NULL," 30619,12,49,75,22/6/2018 1:36:41",NULL,NULL,7/2/2018 22:24
120863,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 1:38,30620,NULL,NULL,NULL,NULL,NULL," 30620,12,49,68,22/6/2018 1:38:41",NULL,NULL,7/2/2018 22:24
120864,12,NULL,35,Bhabha Point,RSSD,49,6/22/2018 1:40,30621,NULL,NULL,NULL,NULL,NULL," 30621,12,49,35,22/6/2018 1:40:41",NULL,NULL,7/2/2018 22:24
120865,12,NULL,84,Bhabha Point,RSSD,49,6/22/2018 1:42,30622,NULL,NULL,NULL,NULL,NULL," 30622,12,49,84,22/6/2018 1:42:41",NULL,NULL,7/2/2018 22:24
120866,12,NULL,50,Bhabha Point,RSSD,49,6/22/2018 1:44,30623,NULL,NULL,NULL,NULL,NULL," 30623,12,49,50,22/6/2018 1:44:41",NULL,NULL,7/2/2018 22:24
120867,12,NULL,66,Bhabha Point,RSSD,49,6/22/2018 1:46,30624,NULL,NULL,NULL,NULL,NULL," 30624,12,49,66,22/6/2018 1:46:41",NULL,NULL,7/2/2018 22:24
120868,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 1:48,30625,NULL,NULL,NULL,NULL,NULL," 30625,12,49,69,22/6/2018 1:48:41",NULL,NULL,7/2/2018 22:24
120869,12,NULL,59,Bhabha Point,RSSD,49,6/22/2018 1:50,30626,NULL,NULL,NULL,NULL,NULL," 30626,12,49,59,22/6/2018 1:50:41",NULL,NULL,7/2/2018 22:24
120870,12,NULL,64,Bhabha Point,RSSD,49,6/22/2018 1:52,30627,NULL,NULL,NULL,NULL,NULL," 30627,12,49,64,22/6/2018 1:52:41",NULL,NULL,7/2/2018 22:24
120871,12,NULL,45,Bhabha Point,RSSD,49,6/22/2018 1:54,30628,NULL,NULL,NULL,NULL,NULL," 30628,12,49,45,22/6/2018 1:54:41",NULL,NULL,7/2/2018 22:24
120872,12,NULL,74,Bhabha Point,RSSD,49,6/22/2018 1:56,30629,NULL,NULL,NULL,NULL,NULL," 30629,12,49,74,22/6/2018 1:56:41",NULL,NULL,7/2/2018 22:24
120873,12,NULL,24,Bhabha Point,RSSD,49,6/22/2018 1:58,30630,NULL,NULL,NULL,NULL,NULL," 30630,12,49,24,22/6/2018 1:58:41",NULL,NULL,7/2/2018 22:24
120874,12,NULL,73,Bhabha Point,RSSD,49,6/22/2018 2:00,30631,NULL,NULL,NULL,NULL,NULL," 30631,12,49,73,22/6/2018 2:0:41",NULL,NULL,7/2/2018 22:24
120875,12,NULL,91,Bhabha Point,RSSD,49,6/22/2018 2:02,30632,NULL,NULL,NULL,NULL,NULL," 30632,12,49,91,22/6/2018 2:2:41",NULL,NULL,7/2/2018 22:24
120876,12,NULL,70,Bhabha Point,RSSD,49,6/22/2018 2:04,30633,NULL,NULL,NULL,NULL,NULL," 30633,12,49,70,22/6/2018 2:4:41",NULL,NULL,7/2/2018 22:24
120877,12,NULL,35,Bhabha Point,RSSD,49,6/22/2018 2:06,30634,NULL,NULL,NULL,NULL,NULL," 30634,12,49,35,22/6/2018 2:6:41",NULL,NULL,7/2/2018 22:24
120878,12,NULL,64,Bhabha Point,RSSD,49,6/22/2018 2:08,30635,NULL,NULL,NULL,NULL,NULL," 30635,12,49,64,22/6/2018 2:8:41",NULL,NULL,7/2/2018 22:24
120879,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 2:10,30636,NULL,NULL,NULL,NULL,NULL," 30636,12,49,68,22/6/2018 2:10:41",NULL,NULL,7/2/2018 22:24
120880,12,NULL,43,Bhabha Point,RSSD,49,6/22/2018 2:12,30637,NULL,NULL,NULL,NULL,NULL," 30637,12,49,43,22/6/2018 2:12:41",NULL,NULL,7/2/2018 22:24
120881,12,NULL,72,Bhabha Point,RSSD,49,6/22/2018 2:14,30638,NULL,NULL,NULL,NULL,NULL," 30638,12,49,72,22/6/2018 2:14:41",NULL,NULL,7/2/2018 22:24
120882,12,NULL,42,Bhabha Point,RSSD,49,6/22/2018 2:16,30639,NULL,NULL,NULL,NULL,NULL," 30639,12,49,42,22/6/2018 2:16:41",NULL,NULL,7/2/2018 22:24
120883,12,NULL,82,Bhabha Point,RSSD,49,6/22/2018 2:18,30640,NULL,NULL,NULL,NULL,NULL," 30640,12,49,82,22/6/2018 2:18:41",NULL,NULL,7/2/2018 22:24
120884,12,NULL,38,Bhabha Point,RSSD,49,6/22/2018 2:20,30641,NULL,NULL,NULL,NULL,NULL," 30641,12,49,38,22/6/2018 2:20:41",NULL,NULL,7/2/2018 22:24
120885,12,NULL,118,Bhabha Point,RSSD,49,6/22/2018 2:22,30642,NULL,NULL,NULL,NULL,NULL," 30642,12,49,118,22/6/2018 2:22:41",NULL,NULL,7/2/2018 22:24
120886,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 2:24,30643,NULL,NULL,NULL,NULL,NULL," 30643,12,49,68,22/6/2018 2:24:41",NULL,NULL,7/2/2018 22:24
120887,12,NULL,61,Bhabha Point,RSSD,49,6/22/2018 2:26,30644,NULL,NULL,NULL,NULL,NULL," 30644,12,49,61,22/6/2018 2:26:41",NULL,NULL,7/2/2018 22:24
120888,12,NULL,62,Bhabha Point,RSSD,49,6/22/2018 2:28,30645,NULL,NULL,NULL,NULL,NULL," 30645,12,49,62,22/6/2018 2:28:41",NULL,NULL,7/2/2018 22:24
120889,12,NULL,62,Bhabha Point,RSSD,49,6/22/2018 2:30,30646,NULL,NULL,NULL,NULL,NULL," 30646,12,49,62,22/6/2018 2:30:41",NULL,NULL,7/2/2018 22:24
120890,12,NULL,109,Bhabha Point,RSSD,49,6/22/2018 2:32,30647,NULL,NULL,NULL,NULL,NULL," 30647,12,49,109,22/6/2018 2:32:41",NULL,NULL,7/2/2018 22:24
120891,12,NULL,76,Bhabha Point,RSSD,49,6/22/2018 2:34,30648,NULL,NULL,NULL,NULL,NULL," 30648,12,49,76,22/6/2018 2:34:41",NULL,NULL,7/2/2018 22:24
120892,12,NULL,103,Bhabha Point,RSSD,49,6/22/2018 2:36,30649,NULL,NULL,NULL,NULL,NULL," 30649,12,49,103,22/6/2018 2:36:41",NULL,NULL,7/2/2018 22:24
120893,12,NULL,100,Bhabha Point,RSSD,49,6/22/2018 2:38,30650,NULL,NULL,NULL,NULL,NULL," 30650,12,49,100,22/6/2018 2:38:41",NULL,NULL,7/2/2018 22:24
120894,12,NULL,83,Bhabha Point,RSSD,49,6/22/2018 2:40,30651,NULL,NULL,NULL,NULL,NULL," 30651,12,49,83,22/6/2018 2:40:41",NULL,NULL,7/2/2018 22:24
120895,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 2:42,30652,NULL,NULL,NULL,NULL,NULL," 30652,12,49,69,22/6/2018 2:42:41",NULL,NULL,7/2/2018 22:24
120896,12,NULL,79,Bhabha Point,RSSD,49,6/22/2018 2:44,30653,NULL,NULL,NULL,NULL,NULL," 30653,12,49,79,22/6/2018 2:44:41",NULL,NULL,7/2/2018 22:24
120897,12,NULL,92,Bhabha Point,RSSD,49,6/22/2018 2:46,30654,NULL,NULL,NULL,NULL,NULL," 30654,12,49,92,22/6/2018 2:46:41",NULL,NULL,7/2/2018 22:24
120898,12,NULL,78,Bhabha Point,RSSD,49,6/22/2018 2:48,30655,NULL,NULL,NULL,NULL,NULL," 30655,12,49,78,22/6/2018 2:48:41",NULL,NULL,7/2/2018 22:24
120899,12,NULL,79,Bhabha Point,RSSD,49,6/22/2018 2:50,30656,NULL,NULL,NULL,NULL,NULL," 30656,12,49,79,22/6/2018 2:50:41",NULL,NULL,7/2/2018 22:24
120900,12,NULL,66,Bhabha Point,RSSD,49,6/22/2018 2:52,30657,NULL,NULL,NULL,NULL,NULL," 30657,12,49,66,22/6/2018 2:52:41",NULL,NULL,7/2/2018 22:24
120901,12,NULL,74,Bhabha Point,RSSD,49,6/22/2018 2:54,30658,NULL,NULL,NULL,NULL,NULL," 30658,12,49,74,22/6/2018 2:54:41",NULL,NULL,7/2/2018 22:24
120902,12,NULL,58,Bhabha Point,RSSD,49,6/22/2018 2:56,30659,NULL,NULL,NULL,NULL,NULL," 30659,12,49,58,22/6/2018 2:56:41",NULL,NULL,7/2/2018 22:24
120903,12,NULL,40,Bhabha Point,RSSD,49,6/22/2018 2:58,30660,NULL,NULL,NULL,NULL,NULL," 30660,12,49,40,22/6/2018 2:58:41",NULL,NULL,7/2/2018 22:24
120904,12,NULL,66,Bhabha Point,RSSD,49,6/22/2018 3:00,30661,NULL,NULL,NULL,NULL,NULL," 30661,12,49,66,22/6/2018 3:0:41",NULL,NULL,7/2/2018 22:24
120905,12,NULL,105,Bhabha Point,RSSD,49,6/22/2018 3:02,30662,NULL,NULL,NULL,NULL,NULL," 30662,12,49,105,22/6/2018 3:2:41",NULL,NULL,7/2/2018 22:24
120906,12,NULL,46,Bhabha Point,RSSD,49,6/22/2018 3:04,30663,NULL,NULL,NULL,NULL,NULL," 30663,12,49,46,22/6/2018 3:4:41",NULL,NULL,7/2/2018 22:24
120907,12,NULL,42,Bhabha Point,RSSD,49,6/22/2018 3:06,30664,NULL,NULL,NULL,NULL,NULL," 30664,12,49,42,22/6/2018 3:6:41",NULL,NULL,7/2/2018 22:24
120908,12,NULL,55,Bhabha Point,RSSD,49,6/22/2018 3:08,30665,NULL,NULL,NULL,NULL,NULL," 30665,12,49,55,22/6/2018 3:8:41",NULL,NULL,7/2/2018 22:24
120909,12,NULL,42,Bhabha Point,RSSD,49,6/22/2018 3:10,30666,NULL,NULL,NULL,NULL,NULL," 30666,12,49,42,22/6/2018 3:10:41",NULL,NULL,7/2/2018 22:24
120910,12,NULL,56,Bhabha Point,RSSD,49,6/22/2018 3:12,30667,NULL,NULL,NULL,NULL,NULL," 30667,12,49,56,22/6/2018 3:12:41",NULL,NULL,7/2/2018 22:24
120911,12,NULL,54,Bhabha Point,RSSD,49,6/22/2018 3:14,30668,NULL,NULL,NULL,NULL,NULL," 30668,12,49,54,22/6/2018 3:14:41",NULL,NULL,7/2/2018 22:24
120912,12,NULL,63,Bhabha Point,RSSD,49,6/22/2018 3:16,30669,NULL,NULL,NULL,NULL,NULL," 30669,12,49,63,22/6/2018 3:16:41",NULL,NULL,7/2/2018 22:24
120913,12,NULL,87,Bhabha Point,RSSD,49,6/22/2018 3:18,30670,NULL,NULL,NULL,NULL,NULL," 30670,12,49,87,22/6/2018 3:18:41",NULL,NULL,7/2/2018 22:24
120914,12,NULL,95,Bhabha Point,RSSD,49,6/22/2018 3:20,30671,NULL,NULL,NULL,NULL,NULL," 30671,12,49,95,22/6/2018 3:20:41",NULL,NULL,7/2/2018 22:24
120915,12,NULL,47,Bhabha Point,RSSD,49,6/22/2018 3:22,30672,NULL,NULL,NULL,NULL,NULL," 30672,12,49,47,22/6/2018 3:22:41",NULL,NULL,7/2/2018 22:24
120916,12,NULL,56,Bhabha Point,RSSD,49,6/22/2018 3:24,30673,NULL,NULL,NULL,NULL,NULL," 30673,12,49,56,22/6/2018 3:24:41",NULL,NULL,7/2/2018 22:24
120917,12,NULL,62,Bhabha Point,RSSD,49,6/22/2018 3:26,30674,NULL,NULL,NULL,NULL,NULL," 30674,12,49,62,22/6/2018 3:26:41",NULL,NULL,7/2/2018 22:24
120918,12,NULL,49,Bhabha Point,RSSD,49,6/22/2018 3:28,30675,NULL,NULL,NULL,NULL,NULL," 30675,12,49,49,22/6/2018 3:28:41",NULL,NULL,7/2/2018 22:24
120919,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 3:30,30676,NULL,NULL,NULL,NULL,NULL," 30676,12,49,68,22/6/2018 3:30:41",NULL,NULL,7/2/2018 22:24
120920,12,NULL,61,Bhabha Point,RSSD,49,6/22/2018 3:32,30677,NULL,NULL,NULL,NULL,NULL," 30677,12,49,61,22/6/2018 3:32:41",NULL,NULL,7/2/2018 22:24
120921,12,NULL,80,Bhabha Point,RSSD,49,6/22/2018 3:34,30678,NULL,NULL,NULL,NULL,NULL," 30678,12,49,80,22/6/2018 3:34:41",NULL,NULL,7/2/2018 22:24
120922,12,NULL,85,Bhabha Point,RSSD,49,6/22/2018 3:36,30679,NULL,NULL,NULL,NULL,NULL," 30679,12,49,85,22/6/2018 3:36:41",NULL,NULL,7/2/2018 22:24
120923,12,NULL,63,Bhabha Point,RSSD,49,6/22/2018 3:38,30680,NULL,NULL,NULL,NULL,NULL," 30680,12,49,63,22/6/2018 3:38:41",NULL,NULL,7/2/2018 22:24
120924,12,NULL,89,Bhabha Point,RSSD,49,6/22/2018 3:40,30681,NULL,NULL,NULL,NULL,NULL," 30681,12,49,89,22/6/2018 3:40:41",NULL,NULL,7/2/2018 22:24
120925,12,NULL,112,Bhabha Point,RSSD,49,6/22/2018 3:42,30682,NULL,NULL,NULL,NULL,NULL," 30682,12,49,112,22/6/2018 3:42:41",NULL,NULL,7/2/2018 22:24
120926,12,NULL,79,Bhabha Point,RSSD,49,6/22/2018 3:44,30683,NULL,NULL,NULL,NULL,NULL," 30683,12,49,79,22/6/2018 3:44:41",NULL,NULL,7/2/2018 22:24
120927,12,NULL,68,Bhabha Point,RSSD,49,6/22/2018 3:46,30684,NULL,NULL,NULL,NULL,NULL," 30684,12,49,68,22/6/2018 3:46:41",NULL,NULL,7/2/2018 22:24
120928,12,NULL,93,Bhabha Point,RSSD,49,6/22/2018 3:48,30685,NULL,NULL,NULL,NULL,NULL," 30685,12,49,93,22/6/2018 3:48:41",NULL,NULL,7/2/2018 22:24
120929,12,NULL,100,Bhabha Point,RSSD,49,6/22/2018 3:50,30686,NULL,NULL,NULL,NULL,NULL," 30686,12,49,100,22/6/2018 3:50:41",NULL,NULL,7/2/2018 22:24
120930,12,NULL,208,Bhabha Point,RSSD,49,6/22/2018 3:52,30687,NULL,NULL,NULL,NULL,NULL," 30687,12,49,208,22/6/2018 3:52:41",NULL,NULL,7/2/2018 22:24
120931,12,NULL,256,Bhabha Point,RSSD,49,6/22/2018 3:54,30688,NULL,NULL,NULL,NULL,NULL," 30688,12,49,256,22/6/2018 3:54:41",NULL,NULL,7/2/2018 22:24
120932,12,NULL,333,Bhabha Point,RSSD,49,6/22/2018 3:56,30689,NULL,NULL,NULL,NULL,NULL," 30689,12,49,333,22/6/2018 3:56:41",NULL,NULL,7/2/2018 22:24
120933,12,NULL,242,Bhabha Point,RSSD,49,6/22/2018 3:58,30690,NULL,NULL,NULL,NULL,NULL," 30690,12,49,242,22/6/2018 3:58:41",NULL,NULL,7/2/2018 22:24
120934,12,NULL,244,Bhabha Point,RSSD,49,6/22/2018 4:00,30691,NULL,NULL,NULL,NULL,NULL," 30691,12,49,244,22/6/2018 4:0:41",NULL,NULL,7/2/2018 22:24
120935,12,NULL,268,Bhabha Point,RSSD,49,6/22/2018 4:02,30692,NULL,NULL,NULL,NULL,NULL," 30692,12,49,268,22/6/2018 4:2:41",NULL,NULL,7/2/2018 22:24
120936,12,NULL,246,Bhabha Point,RSSD,49,6/22/2018 4:04,30693,NULL,NULL,NULL,NULL,NULL," 30693,12,49,246,22/6/2018 4:4:41",NULL,NULL,7/2/2018 22:24
120937,12,NULL,289,Bhabha Point,RSSD,49,6/22/2018 4:06,30694,NULL,NULL,NULL,NULL,NULL," 30694,12,49,289,22/6/2018 4:6:41",NULL,NULL,7/2/2018 22:24
120938,12,NULL,448,Bhabha Point,RSSD,49,6/22/2018 4:08,30695,NULL,NULL,NULL,NULL,NULL," 30695,12,49,448,22/6/2018 4:8:41",NULL,NULL,7/2/2018 22:24
120939,12,NULL,334,Bhabha Point,RSSD,49,6/22/2018 4:10,30696,NULL,NULL,NULL,NULL,NULL," 30696,12,49,334,22/6/2018 4:10:41",NULL,NULL,7/2/2018 22:24
120940,12,NULL,148,Bhabha Point,RSSD,49,6/22/2018 4:12,30697,NULL,NULL,NULL,NULL,NULL," 30697,12,49,148,22/6/2018 4:12:41",NULL,NULL,7/2/2018 22:24
120941,12,NULL,142,Bhabha Point,RSSD,49,6/22/2018 4:14,30698,NULL,NULL,NULL,NULL,NULL," 30698,12,49,142,22/6/2018 4:14:41",NULL,NULL,7/2/2018 22:24
120942,12,NULL,69,Bhabha Point,RSSD,49,6/22/2018 4:16,30699,NULL,NULL,NULL,NULL,NULL," 30699,12,49,69,22/6/2018 4:16:41",NULL,NULL,7/2/2018 22:24
120943,12,NULL,121,Bhabha Point,RSSD,49,6/22/2018 4:18,30700,NULL,NULL,NULL,NULL,NULL," 30700,12,49,121,22/6/2018 4:18:41",NULL,NULL,7/2/2018 22:24
120944,12,NULL,256,Bhabha Point,RSSD,49,6/22/2018 4:20,30701,NULL,NULL,NULL,NULL,NULL," 30701,12,49,256,22/6/2018 4:20:41",NULL,NULL,7/2/2018 22:24
120945,12,NULL,580,Bhabha Point,RSSD,49,6/22/2018 4:22,30702,NULL,NULL,NULL,NULL,NULL," 30702,12,49,580,22/6/2018 4:22:41",NULL,NULL,7/2/2018 22:24
120946,12,NULL,1023,Bhabha Point,RSSD,49,6/22/2018 4:24,30703,NULL,NULL,NULL,NULL,NULL," 30703,12,49,1023,22/6/2018 4:24:41",NULL,NULL,7/2/2018 22:24
120947,12,NULL,861,Bhabha Point,RSSD,49,6/22/2018 4:26,30704,NULL,NULL,NULL,NULL,NULL," 30704,12,49,861,22/6/2018 4:26:41",NULL,NULL,7/2/2018 22:24
120948,12,NULL,874,Bhabha Point,RSSD,49,6/22/2018 4:28,30705,NULL,NULL,NULL,NULL,NULL," 30705,12,49,874,22/6/2018 4:28:41",NULL,NULL,7/2/2018 22:24
120949,12,NULL,1007,Bhabha Point,RSSD,49,6/22/2018 4:30,30706,NULL,NULL,NULL,NULL,NULL," 30706,12,49,1007,22/6/2018 4:30:41",NULL,NULL,7/2/2018 22:24
120950,12,NULL,556,Bhabha Point,RSSD,49,6/22/2018 4:32,30707,NULL,NULL,NULL,NULL,NULL," 30707,12,49,556,22/6/2018 4:32:41",NULL,NULL,7/2/2018 22:24
120951,12,NULL,531,Bhabha Point,RSSD,49,6/22/2018 4:34,30708,NULL,NULL,NULL,NULL,NULL," 30708,12,49,531,22/6/2018 4:34:41",NULL,NULL,7/2/2018 22:24
120952,12,NULL,333,Bhabha Point,RSSD,49,6/22/2018 4:36,30709,NULL,NULL,NULL,NULL,NULL," 30709,12,49,333,22/6/2018 4:36:41",NULL,NULL,7/2/2018 22:24
